"Table Number","Team Name","Average Score","Written Feedback (3 Sentences Max Please)"
"71","Infraflow","42.0",""
"75","The Miraculous Bits and Bytes Fuzzer","37.333333333333336",""
"146","Man In The Middle Hacker Client","32.666666666666664",""
